,order_id,customer_id,order_status,order_date,channel_id,billing_address_id,shipping_address_id,currency_x,shipping_amount,order_subtotal,order_discount,order_tax,order_total,created_at,payment_method,amount,currency_y,payment_status,paid_at,transaction_id
14,100013,123,shipped,2025-06-09 19:39:55,4,,187,ARS,0.0,369949.18,41495.91,68975.19,397428.46,2025-06-09 19:39:55,mercado_pago,397428.46,ARS,captured,2025-06-12 16:39:55,TX-200013
15,100014,100,shipped,2025-07-16 17:42:46,1,,155,ARS,0.0,124793.49,2495.87,25682.5,147980.12,2025-07-16 17:42:46,gift_card,45895.42,ARS,captured,2025-07-17 11:42:46,TX-200014
16,100014,100,shipped,2025-07-16 17:42:46,1,,155,ARS,0.0,124793.49,2495.87,25682.5,147980.12,2025-07-16 17:42:46,debit_card,102084.7,ARS,captured,2025-07-17 15:57:46,TX-200015
17,100015,149,delivered,2025-06-05 05:09:18,2,,229,ARS,0.0,472724.62,24065.74,94218.37,542877.25,2025-06-05 05:09:18,gift_card,542877.25,ARS,captured,2025-06-07 16:09:18,TX-200016
18,100016,45,pending,2025-07-06 05:08:32,3,,67,ARS,0.0,369894.29,16181.98,74279.58,427991.89,2025-07-06 05:08:32,,,,,,
19,100017,2,paid,2025-06-12 23:43:46,1,,3,ARS,0.0,462381.58,25399.45,91766.25,528748.37,2025-06-12 23:43:46,debit_card,528748.37,ARS,captured,2025-06-15 04:43:46,TX-200017
20,100018,184,shipped,2025-06-12 22:50:07,4,,283,ARS,0.0,720585.79,2485.01,150801.16,868901.94,2025-06-12 22:50:07,gift_card,868901.94,ARS,captured,2025-06-14 21:50:07,TX-200018
21,100019,190,delivered,2025-06-23 05:45:15,1,294.0,293,ARS,0.0,329263.05,0.0,69145.24,398408.29,2025-06-23 05:45:15,bank_transfer,398408.29,ARS,captured,2025-06-23 15:45:15,TX-200019
22,100020,35,delivered,2025-08-20 13:03:21,4,,54,ARS,0.0,537427.46,33146.31,105899.04,610180.19,2025-08-20 13:03:21,bank_transfer,610180.19,ARS,captured,2025-08-21 04:03:21,TX-200020
23,100021,187,delivered,2025-07-02 09:01:23,4,,288,ARS,0.0,524438.15,6064.48,108858.47,627232.14,2025-07-02 09:01:23,gift_card,627232.14,ARS,captured,2025-07-04 22:01:23,TX-200021
24,100022,42,delivered,2025-08-14 00:53:19,4,,64,ARS,0.0,901990.76,67048.66,175337.84,1010279.94,2025-08-14 00:53:19,mercado_pago,1010279.94,ARS,captured,2025-08-16 02:53:19,TX-200022
25,100023,94,paid,2025-08-11 02:26:22,3,,145,ARS,0.0,143255.91,14203.59,27100.99,156153.31,2025-08-11 02:26:22,gift_card,156153.31,ARS,captured,2025-08-13 16:26:22,TX-200023
26,100024,195,paid,2025-07-05 18:20:03,2,,301,ARS,0.0,791545.87,70929.94,151329.34,871945.27,2025-07-05 18:20:03,gift_card,871945.27,ARS,captured,2025-07-08 15:20:03,TX-200024
27,100025,205,paid,2025-07-29 03:10:43,1,320.0,319,ARS,0.0,117475.56,5873.78,23436.37,135038.16,2025-07-29 03:10:43,debit_card,55416.57,ARS,captured,2025-07-29 13:10:43,TX-200025
28,100025,205,paid,2025-07-29 03:10:43,1,320.0,319,ARS,0.0,117475.56,5873.78,23436.37,135038.16,2025-07-29 03:10:43,bank_transfer,79621.59,ARS,captured,2025-07-29 14:32:43,TX-200026
29,100026,76,canceled,2025-08-09 04:48:25,4,,117,ARS,0.0,330484.26,16158.07,66008.5,380334.69,2025-08-09 04:48:25,,,,,,
30,100027,152,shipped,2025-08-12 04:48:15,4,,232,ARS,0.0,485647.64,21797.63,97408.5,561258.52,2025-08-12 04:48:15,debit_card,561258.52,ARS,captured,2025-08-13 17:48:15,TX-200027
31,100028,38,shipped,2025-06-21 19:25:45,3,59.0,58,ARS,0.0,388539.94,17055.88,78011.65,449495.71,2025-06-21 19:25:45,mercado_pago,449495.71,ARS,captured,2025-06-24 17:25:45,TX-200028
32,100029,216,shipped,2025-06-12 11:52:57,2,337.0,336,ARS,0.0,363972.3,36397.23,68790.76,396365.83,2025-06-12 11:52:57,mercado_pago,396365.83,ARS,captured,2025-06-13 16:52:57,TX-200029
33,100030,4,paid,2025-07-10 16:13:22,3,,6,ARS,4449.17,34308.15,2401.57,6700.38,43056.13,2025-07-10 16:13:22,mercado_pago,43056.13,ARS,captured,2025-07-12 22:13:22,TX-200030
34,100031,230,pending,2025-08-15 21:46:12,4,363.0,362,ARS,0.0,94810.32,4740.52,18914.66,108984.46,2025-08-15 21:46:12,,,,,,
35,100032,194,pending,2025-07-23 23:15:29,4,300.0,299,ARS,0.0,499625.48,48767.7,94680.13,545537.91,2025-07-23 23:15:29,,,,,,
36,100033,214,shipped,2025-07-30 08:10:28,3,333.0,332,ARS,0.0,112524.82,5626.24,22448.7,129347.28,2025-07-30 08:10:28,bank_transfer,129347.28,ARS,captured,2025-07-31 23:10:28,TX-200031
37,100034,96,delivered,2025-06-21 21:10:38,1,149.0,148,ARS,0.0,204220.54,14295.44,39884.27,229809.37,2025-06-21 21:10:38,credit_card,229809.37,ARS,captured,2025-06-22 15:10:38,TX-200032
38,100035,177,pending,2025-08-14 12:48:08,3,,271,ARS,0.0,66046.18,6253.32,12556.5,72349.36,2025-08-14 12:48:08,,,,,,
39,100036,40,delivered,2025-08-11 22:20:03,2,,61,ARS,0.0,137354.5,0.0,28844.44,166198.95,2025-08-11 22:20:03,credit_card,166198.95,ARS,captured,2025-08-12 13:20:03,TX-200033
40,100037,109,pending,2025-08-01 15:42:04,1,170.0,169,ARS,0.0,131464.18,0.0,27607.48,159071.66,2025-08-01 15:42:04,,,,,,
41,100038,233,created,2025-07-09 00:22:26,3,,367,ARS,0.0,391122.93,7822.46,80493.1,463793.57,2025-07-09 00:22:26,,,,,,
42,100039,24,delivered,2025-07-06 21:06:29,2,37.0,36,ARS,0.0,368328.2,36832.82,69614.03,401109.41,2025-07-06 21:06:29,debit_card,401109.41,ARS,captured,2025-07-06 23:06:29,TX-200034
43,100040,195,pending,2025-06-15 18:55:21,3,,301,ARS,0.0,373439.5,44812.74,69011.62,397638.38,2025-06-15 18:55:21,credit_card,144140.86,ARS,authorized,,TX-200035
44,100041,80,paid,2025-07-23 10:34:48,4,,123,ARS,0.0,829566.53,38738.61,166073.86,956901.79,2025-07-23 10:34:48,gift_card,438188.85,ARS,captured,2025-07-23 21:34:48,TX-200036
45,100041,80,paid,2025-07-23 10:34:48,4,,123,ARS,0.0,829566.53,38738.61,166073.86,956901.79,2025-07-23 10:34:48,credit_card,518712.94,ARS,captured,2025-07-23 23:05:48,TX-200037
46,100042,153,pending,2025-07-25 18:10:19,4,234.0,233,ARS,0.0,268062.23,15584.51,53020.32,305498.04,2025-07-25 18:10:19,credit_card,218247.69,ARS,authorized,,TX-200038
47,100043,161,created,2025-06-07 02:29:02,2,246.0,245,ARS,0.0,289873.87,18646.81,56957.68,328184.74,2025-06-07 02:29:02,bank_transfer,206649.59,ARS,authorized,,TX-200039
48,100044,140,canceled,2025-06-05 15:40:14,1,217.0,216,ARS,0.0,83218.74,4160.94,16602.14,95659.94,2025-06-05 15:40:14,,,,,,
49,100045,143,delivered,2025-06-22 17:53:39,3,,220,ARS,0.0,651860.45,53947.47,125561.73,723474.71,2025-06-22 17:53:39,debit_card,723474.71,ARS,captured,2025-06-25 06:53:39,TX-200040
50,100046,89,shipped,2025-06-08 08:53:31,3,137.0,136,ARS,0.0,634056.09,10358.85,130976.42,754673.67,2025-06-08 08:53:31,gift_card,277653.27,ARS,captured,2025-06-10 00:53:31,TX-200041
51,100046,89,shipped,2025-06-08 08:53:31,3,137.0,136,ARS,0.0,634056.09,10358.85,130976.42,754673.67,2025-06-08 08:53:31,mercado_pago,477020.4,ARS,captured,2025-06-10 01:17:31,TX-200042
52,100047,43,paid,2025-07-26 07:20:44,3,,65,ARS,0.0,479965.24,37040.1,93014.28,535939.42,2025-07-26 07:20:44,gift_card,535939.42,ARS,captured,2025-07-26 19:20:44,TX-200043
53,100048,146,shipped,2025-07-15 02:47:28,4,,224,ARS,0.0,478078.32,19379.92,96326.66,555025.06,2025-07-15 02:47:28,gift_card,555025.06,ARS,captured,2025-07-17 20:47:28,TX-200044
54,100049,62,delivered,2025-07-09 15:51:07,2,97.0,96,ARS,0.0,458676.02,34337.8,89111.03,513449.25,2025-07-09 15:51:07,credit_card,513449.25,ARS,captured,2025-07-10 22:51:07,TX-200045
55,100050,201,pending,2025-06-11 11:25:44,1,313.0,312,ARS,0.0,139178.35,11944.62,26719.08,153952.81,2025-06-11 11:25:44,,,,,,
56,100051,213,shipped,2025-06-12 08:40:05,3,,331,ARS,0.0,144859.86,14485.99,27378.51,157752.39,2025-06-12 08:40:05,debit_card,157752.39,ARS,captured,2025-06-14 10:40:05,TX-200046
57,100052,184,delivered,2025-06-03 23:29:53,3,,283,ARS,0.0,110404.53,13248.54,20402.76,117558.74,2025-06-03 23:29:53,bank_transfer,117558.74,ARS,captured,2025-06-05 06:29:53,TX-200047
58,100053,226,delivered,2025-07-06 02:54:58,4,355.0,354,ARS,0.0,1029630.28,62224.95,203155.12,1170560.45,2025-07-06 02:54:58,gift_card,1170560.45,ARS,captured,2025-07-08 00:54:58,TX-200048
59,100054,176,delivered,2025-07-11 16:26:17,4,,270,ARS,0.0,686708.08,29003.65,138117.93,795822.36,2025-07-11 16:26:17,gift_card,246058.75,ARS,captured,2025-07-12 21:26:17,TX-200049
60,100054,176,delivered,2025-07-11 16:26:17,4,,270,ARS,0.0,686708.08,29003.65,138117.93,795822.36,2025-07-11 16:26:17,debit_card,549763.61,ARS,captured,2025-07-12 22:16:17,TX-200050
61,100055,49,paid,2025-08-03 13:54:39,3,74.0,73,ARS,0.0,96023.61,10059.8,18052.4,104016.21,2025-08-03 13:54:39,bank_transfer,104016.21,ARS,captured,2025-08-04 14:54:39,TX-200051
62,100056,61,delivered,2025-07-18 21:13:22,4,95.0,94,ARS,0.0,720900.83,30431.87,144998.48,835467.45,2025-07-18 21:13:22,credit_card,436782.37,ARS,captured,2025-07-20 06:13:22,TX-200052
63,100056,61,delivered,2025-07-18 21:13:22,4,95.0,94,ARS,0.0,720900.83,30431.87,144998.48,835467.45,2025-07-18 21:13:22,mercado_pago,398685.08,ARS,captured,2025-07-20 08:18:22,TX-200053
64,100057,136,pending,2025-06-15 11:24:20,4,210.0,209,ARS,0.0,278690.24,13934.51,55598.7,320354.43,2025-06-15 11:24:20,,,,,,
65,100058,213,shipped,2025-07-26 06:00:24,3,,331,ARS,0.0,187816.13,11386.13,37050.3,213480.3,2025-07-26 06:00:24,bank_transfer,86265.17,ARS,captured,2025-07-27 06:00:24,TX-200054
66,100058,213,shipped,2025-07-26 06:00:24,3,,331,ARS,0.0,187816.13,11386.13,37050.3,213480.3,2025-07-26 06:00:24,gift_card,127215.13,ARS,captured,2025-07-27 07:04:24,TX-200055
67,100059,150,shipped,2025-08-13 06:34:27,1,,230,ARS,0.0,330122.23,16630.66,65833.23,379324.8,2025-08-13 06:34:27,debit_card,379324.8,ARS,captured,2025-08-13 20:34:27,TX-200056
68,100060,221,delivered,2025-07-07 11:45:58,1,347.0,346,ARS,0.0,346692.21,34669.22,65524.83,377547.82,2025-07-07 11:45:58,debit_card,151798.98,ARS,captured,2025-07-09 12:45:58,TX-200057
69,100060,221,delivered,2025-07-07 11:45:58,1,347.0,346,ARS,0.0,346692.21,34669.22,65524.83,377547.82,2025-07-07 11:45:58,bank_transfer,225748.84,ARS,captured,2025-07-09 13:35:58,TX-200058
70,100061,115,shipped,2025-08-12 21:51:27,4,,176,ARS,0.0,468683.6,37856.1,90473.77,521301.27,2025-08-12 21:51:27,debit_card,521301.27,ARS,captured,2025-08-14 02:51:27,TX-200059
71,100062,106,shipped,2025-08-12 09:13:31,1,166.0,165,ARS,0.0,259304.48,2773.42,53871.52,310402.59,2025-08-12 09:13:31,mercado_pago,144803.0,ARS,captured,2025-08-14 12:13:31,TX-200060
72,100062,106,shipped,2025-08-12 09:13:31,1,166.0,165,ARS,0.0,259304.48,2773.42,53871.52,310402.59,2025-08-12 09:13:31,gift_card,165599.59,ARS,captured,2025-08-14 16:10:31,TX-200061
73,100063,223,paid,2025-08-18 13:08:01,4,,350,ARS,0.0,406986.82,20248.33,81215.08,467953.58,2025-08-18 13:08:01,debit_card,467953.58,ARS,captured,2025-08-21 03:08:01,TX-200062
74,100064,23,delivered,2025-06-19 17:15:26,3,35.0,34,ARS,0.0,323868.24,35278.59,60603.83,349193.48,2025-06-19 17:15:26,gift_card,349193.48,ARS,captured,2025-06-21 01:15:26,TX-200063
75,100065,16,shipped,2025-07-11 20:08:36,1,,23,ARS,0.0,348128.94,24369.03,67989.58,391749.5,2025-07-11 20:08:36,mercado_pago,215101.3,ARS,captured,2025-07-14 09:08:36,TX-200064
76,100065,16,shipped,2025-07-11 20:08:36,1,,23,ARS,0.0,348128.94,24369.03,67989.58,391749.5,2025-07-11 20:08:36,bank_transfer,176648.2,ARS,captured,2025-07-14 12:56:36,TX-200065
77,100066,189,delivered,2025-06-21 22:38:26,3,292.0,291,ARS,0.0,342697.59,24867.07,66744.41,384574.93,2025-06-21 22:38:26,bank_transfer,139418.27,ARS,captured,2025-06-22 15:38:26,TX-200066
78,100066,189,delivered,2025-06-21 22:38:26,3,292.0,291,ARS,0.0,342697.59,24867.07,66744.41,384574.93,2025-06-21 22:38:26,credit_card,245156.66,ARS,captured,2025-06-22 19:15:26,TX-200067
79,100067,201,delivered,2025-08-11 09:44:20,3,313.0,312,ARS,0.0,482263.14,13920.24,98352.01,566694.91,2025-08-11 09:44:20,credit_card,566694.91,ARS,captured,2025-08-13 18:44:20,TX-200068
80,100068,218,shipped,2025-07-24 00:14:23,2,341.0,340,ARS,0.0,337504.34,14026.36,67930.38,391408.36,2025-07-24 00:14:23,bank_transfer,391408.36,ARS,captured,2025-07-25 11:14:23,TX-200069
81,100069,242,pending,2025-07-11 14:37:25,1,381.0,380,ARS,0.0,546517.28,60528.34,102057.68,588046.61,2025-07-11 14:37:25,gift_card,329097.82,ARS,authorized,,TX-200070
82,100070,180,delivered,2025-07-11 12:31:49,3,277.0,276,ARS,5522.7,42085.59,4208.56,7954.18,51353.91,2025-07-11 12:31:49,debit_card,51353.91,ARS,captured,2025-07-13 16:31:49,TX-200071
83,100071,8,paid,2025-07-09 15:23:30,3,13.0,12,ARS,0.0,182807.64,9140.38,36470.12,210137.38,2025-07-09 15:23:30,credit_card,210137.38,ARS,captured,2025-07-12 08:23:30,TX-200072
84,100072,147,shipped,2025-07-01 21:10:30,1,226.0,225,ARS,0.0,459712.94,13988.92,93602.05,539326.07,2025-07-01 21:10:30,debit_card,539326.07,ARS,captured,2025-07-03 22:10:30,TX-200073
85,100073,150,shipped,2025-07-27 17:49:25,4,,230,ARS,0.0,661872.02,62681.51,125830.01,725020.52,2025-07-27 17:49:25,credit_card,725020.52,ARS,captured,2025-07-28 21:49:25,TX-200074
86,100074,240,delivered,2025-06-28 06:39:56,3,,377,ARS,0.0,709854.81,51592.45,138235.1,796497.46,2025-06-28 06:39:56,bank_transfer,796497.46,ARS,captured,2025-06-30 02:39:56,TX-200075
87,100075,222,delivered,2025-08-13 22:56:29,2,349.0,348,ARS,0.0,735792.59,1978.19,154101.02,887915.42,2025-08-13 22:56:29,credit_card,435375.37,ARS,captured,2025-08-16 17:56:29,TX-200076
88,100075,222,delivered,2025-08-13 22:56:29,2,349.0,348,ARS,0.0,735792.59,1978.19,154101.02,887915.42,2025-08-13 22:56:29,gift_card,452540.05,ARS,captured,2025-08-16 22:33:29,TX-200077
89,100076,24,canceled,2025-08-09 06:07:20,1,37.0,36,ARS,0.0,560893.1,17313.5,114151.72,657731.32,2025-08-09 06:07:20,mercado_pago,657731.32,ARS,refunded,2025-08-12 06:07:20,TX-200078
90,100077,26,pending,2025-07-12 09:23:27,3,,40,ARS,0.0,536023.85,30566.59,106146.02,611603.28,2025-07-12 09:23:27,gift_card,216916.82,ARS,authorized,,TX-200079
91,100078,163,delivered,2025-06-03 09:47:59,2,249.0,248,ARS,0.0,213106.02,25572.72,39381.99,226915.29,2025-06-03 09:47:59,bank_transfer,226915.29,ARS,captured,2025-06-04 02:47:59,TX-200080
92,100079,239,paid,2025-07-03 13:50:27,4,,376,ARS,0.0,629700.79,33308.81,125242.32,721634.3,2025-07-03 13:50:27,debit_card,418094.51,ARS,captured,2025-07-05 04:50:27,TX-200081
93,100079,239,paid,2025-07-03 13:50:27,4,,376,ARS,0.0,629700.79,33308.81,125242.32,721634.3,2025-07-03 13:50:27,mercado_pago,303539.79,ARS,captured,2025-07-05 08:36:27,TX-200082
94,100080,243,shipped,2025-08-30 16:28:58,3,383.0,382,ARS,0.0,304902.07,23006.99,59197.97,341093.05,2025-08-30 16:28:58,credit_card,341093.05,ARS,captured,2025-08-31 10:28:58,TX-200083
95,100081,92,paid,2025-08-29 00:18:25,4,,142,ARS,0.0,277341.76,5546.84,57076.93,328871.86,2025-08-29 00:18:25,mercado_pago,196421.28,ARS,captured,2025-08-31 09:18:25,TX-200084
96,100081,92,paid,2025-08-29 00:18:25,4,,142,ARS,0.0,277341.76,5546.84,57076.93,328871.86,2025-08-29 00:18:25,gift_card,132450.58,ARS,captured,2025-08-31 11:01:25,TX-200085
97,100082,207,paid,2025-08-03 13:12:59,2,323.0,322,ARS,4241.81,28057.06,3366.85,5184.94,34116.97,2025-08-03 13:12:59,bank_transfer,23667.13,ARS,captured,2025-08-04 16:12:59,TX-200086
98,100082,207,paid,2025-08-03 13:12:59,2,323.0,322,ARS,4241.81,28057.06,3366.85,5184.94,34116.97,2025-08-03 13:12:59,credit_card,10449.84,ARS,captured,2025-08-04 18:39:59,TX-200087
99,100083,50,pending,2025-06-17 02:22:06,2,76.0,75,ARS,0.0,427284.45,14957.4,86588.68,498915.74,2025-06-17 02:22:06,gift_card,320494.98,ARS,authorized,,TX-200088
100,100084,1,shipped,2025-08-23 01:53:17,4,2.0,1,ARS,0.0,818357.99,60474.05,159155.63,917039.57,2025-08-23 01:53:17,debit_card,917039.57,ARS,captured,2025-08-25 20:53:17,TX-200089
101,100085,25,shipped,2025-06-04 21:34:24,1,39.0,38,ARS,0.0,276816.27,14373.48,55112.99,317555.77,2025-06-04 21:34:24,gift_card,317555.77,ARS,captured,2025-06-06 04:34:24,TX-200090
102,100086,14,delivered,2025-07-22 03:29:20,3,,21,ARS,0.0,808625.8,87791.87,151375.12,872209.05,2025-07-22 03:29:20,mercado_pago,872209.05,ARS,captured,2025-07-22 07:29:20,TX-200091
103,100087,132,paid,2025-08-09 05:18:07,3,202.0,201,ARS,0.0,488563.7,37474.46,94728.74,545817.98,2025-08-09 05:18:07,debit_card,545817.98,ARS,captured,2025-08-09 07:18:07,TX-200092
104,100088,109,paid,2025-06-26 23:19:18,3,170.0,169,ARS,0.0,683241.12,55743.9,131774.42,759271.64,2025-06-26 23:19:18,mercado_pago,759271.64,ARS,captured,2025-06-29 11:19:18,TX-200093
105,100089,77,paid,2025-06-14 16:32:26,4,119.0,118,ARS,0.0,131495.54,0.0,27614.06,159109.6,2025-06-14 16:32:26,bank_transfer,159109.6,ARS,captured,2025-06-15 21:32:26,TX-200094
106,100090,197,delivered,2025-07-19 07:28:31,3,305.0,304,ARS,0.0,636224.11,21027.48,129191.29,744387.92,2025-07-19 07:28:31,mercado_pago,744387.92,ARS,captured,2025-07-20 08:28:31,TX-200095
107,100091,79,paid,2025-07-18 06:14:20,4,122.0,121,ARS,0.0,344240.92,34019.65,65146.47,375367.73,2025-07-18 06:14:20,debit_card,375367.73,ARS,captured,2025-07-20 13:14:20,TX-200096
108,100092,219,delivered,2025-07-12 08:59:57,3,343.0,342,ARS,5810.31,14028.53,1402.85,2651.39,21087.38,2025-07-12 08:59:57,credit_card,21087.38,ARS,captured,2025-07-14 23:59:57,TX-200097
109,100093,54,delivered,2025-07-28 08:32:01,2,,82,ARS,0.0,295875.98,11888.18,59637.44,343625.24,2025-07-28 08:32:01,mercado_pago,343625.24,ARS,captured,2025-07-29 22:32:01,TX-200098
110,100094,165,delivered,2025-06-30 03:34:58,1,253.0,252,ARS,0.0,231128.14,0.0,48536.91,279665.05,2025-06-30 03:34:58,debit_card,279665.05,ARS,captured,2025-07-03 01:34:58,TX-200099
111,100095,168,delivered,2025-06-30 08:15:43,2,,256,ARS,0.0,379561.36,42742.09,70732.05,407551.31,2025-06-30 08:15:43,credit_card,407551.31,ARS,captured,2025-07-02 20:15:43,TX-200100
112,100096,77,shipped,2025-08-12 01:10:21,3,119.0,118,ARS,0.0,365841.34,30586.31,70403.56,405658.58,2025-08-12 01:10:21,credit_card,405658.58,ARS,captured,2025-08-13 04:10:21,TX-200101
113,100097,75,shipped,2025-07-18 18:52:44,1,,116,ARS,0.0,82825.16,5797.76,16175.75,93203.15,2025-07-18 18:52:44,gift_card,32089.62,ARS,captured,2025-07-20 21:52:44,TX-200102
114,100097,75,shipped,2025-07-18 18:52:44,1,,116,ARS,0.0,82825.16,5797.76,16175.75,93203.15,2025-07-18 18:52:44,bank_transfer,61113.53,ARS,captured,2025-07-21 02:01:44,TX-200103
115,100098,207,shipped,2025-08-12 17:52:30,2,323.0,322,ARS,0.0,713106.62,34223.65,142565.42,821448.4,2025-08-12 17:52:30,debit_card,821448.4,ARS,captured,2025-08-13 16:52:30,TX-200104
116,100099,196,canceled,2025-06-10 03:49:51,1,303.0,302,ARS,0.0,501497.01,11064.37,102990.85,593423.5,2025-06-10 03:49:51,bank_transfer,593423.5,ARS,refunded,2025-06-17 03:49:51,TX-200105
117,100100,10,paid,2025-08-30 04:58:08,1,,15,ARS,0.0,521285.65,40426.75,100980.37,581839.27,2025-08-30 04:58:08,mercado_pago,581839.27,ARS,captured,2025-08-30 22:58:08,TX-200106
118,100101,26,paid,2025-08-08 14:13:49,2,,40,ARS,0.0,102664.03,2730.11,20986.12,120920.04,2025-08-08 14:13:49,gift_card,70830.72,ARS,captured,2025-08-10 12:13:49,TX-200107
119,100101,26,paid,2025-08-08 14:13:49,2,,40,ARS,0.0,102664.03,2730.11,20986.12,120920.04,2025-08-08 14:13:49,debit_card,50089.32,ARS,captured,2025-08-10 16:04:49,TX-200108
120,100102,170,paid,2025-07-10 16:09:54,1,260.0,259,ARS,4602.69,9608.49,672.59,1876.54,15415.12,2025-07-10 16:09:54,debit_card,15415.12,ARS,captured,2025-07-12 00:09:54,TX-200109
121,100103,4,delivered,2025-08-27 02:18:00,3,,6,ARS,0.0,91736.66,4127.47,18397.93,106007.12,2025-08-27 02:18:00,gift_card,45673.87,ARS,captured,2025-08-29 20:18:00,TX-200110
122,100103,4,delivered,2025-08-27 02:18:00,3,,6,ARS,0.0,91736.66,4127.47,18397.93,106007.12,2025-08-27 02:18:00,debit_card,60333.25,ARS,captured,2025-08-29 22:09:00,TX-200111
123,100104,27,paid,2025-06-13 21:50:25,2,42.0,41,ARS,0.0,542232.71,40677.46,105326.6,606881.86,2025-06-13 21:50:25,gift_card,606881.86,ARS,captured,2025-06-14 06:50:25,TX-200112
124,100105,164,shipped,2025-08-30 00:29:02,2,251.0,250,ARS,0.0,175966.27,15202.58,33760.37,194524.06,2025-08-30 00:29:02,gift_card,194524.06,ARS,captured,2025-09-01 07:29:02,TX-200113
125,100106,209,delivered,2025-06-30 12:03:40,3,326.0,325,ARS,0.0,350591.79,20148.39,69393.11,399836.52,2025-06-30 12:03:40,bank_transfer,399836.52,ARS,captured,2025-07-03 07:03:40,TX-200114
126,100107,46,paid,2025-08-13 16:19:15,2,69.0,68,ARS,0.0,377026.26,20931.62,74779.87,430874.52,2025-08-13 16:19:15,bank_transfer,430874.52,ARS,captured,2025-08-14 14:19:15,TX-200115
127,100108,210,created,2025-07-19 15:33:39,4,328.0,327,ARS,0.0,107072.22,10707.22,20236.65,116601.65,2025-07-19 15:33:39,mercado_pago,79442.87,ARS,authorized,,TX-200116
128,100109,97,pending,2025-06-18 17:05:06,4,151.0,150,ARS,0.0,245965.95,19561.08,47545.02,273949.9,2025-06-18 17:05:06,,,,,,
129,100110,96,shipped,2025-08-22 21:25:10,4,149.0,148,ARS,0.0,119235.06,0.0,25039.36,144274.42,2025-08-22 21:25:10,debit_card,144274.42,ARS,captured,2025-08-24 23:25:10,TX-200117
130,100111,179,paid,2025-07-29 05:21:55,2,275.0,274,ARS,0.0,477089.8,36051.27,92618.09,533656.62,2025-07-29 05:21:55,gift_card,533656.62,ARS,captured,2025-07-31 07:21:55,TX-200118
131,100112,225,paid,2025-07-25 09:12:24,4,353.0,352,ARS,0.0,892160.73,30215.89,181008.42,1042953.25,2025-07-25 09:12:24,mercado_pago,1042953.25,ARS,captured,2025-07-25 23:12:24,TX-200119
