session_id,session_date,channel,customer_id,campaign_id
144,2025-06-01,direct,898.0,
145,2025-05-09,direct,,
146,2025-05-29,email,,8.0
147,2025-07-22,social,,6.0
148,2025-07-24,organic_search,,
149,2025-06-17,direct,2286.0,
150,2025-05-31,social,4347.0,
151,2025-05-24,social,,
152,2025-05-23,organic_search,,
153,2025-06-14,direct,,
154,2025-07-11,direct,1710.0,
155,2025-07-29,paid_search,2712.0,
156,2025-05-10,paid_search,,3.0
157,2025-05-09,paid_search,,
158,2025-06-17,paid_search,,2.0
159,2025-06-29,paid_search,,2.0
160,2025-07-08,organic_search,,
161,2025-05-12,organic_search,4513.0,
162,2025-07-18,direct,3365.0,
163,2025-05-15,paid_search,1480.0,1.0
164,2025-05-09,direct,605.0,
165,2025-05-27,direct,,
166,2025-07-02,paid_search,,2.0
167,2025-07-18,organic_search,583.0,
168,2025-07-25,organic_search,,
169,2025-05-28,direct,,
170,2025-05-11,direct,3705.0,
171,2025-05-06,direct,,
172,2025-06-05,organic_search,,
173,2025-07-31,direct,,
174,2025-06-09,organic_search,,
175,2025-05-05,organic_search,,
176,2025-07-22,organic_search,,
177,2025-06-08,paid_search,,3.0
178,2025-05-26,direct,,
179,2025-06-30,organic_search,,
180,2025-05-17,paid_search,4059.0,1.0
181,2025-06-30,email,,7.0
182,2025-06-12,paid_search,573.0,1.0
183,2025-06-18,email,,9.0
184,2025-05-23,email,,
185,2025-07-15,direct,1057.0,
186,2025-07-21,direct,992.0,
187,2025-06-21,paid_search,703.0,2.0
188,2025-06-27,direct,,
189,2025-05-10,organic_search,,
190,2025-06-11,organic_search,,
191,2025-07-26,paid_search,,
192,2025-05-27,email,,8.0
193,2025-06-26,social,,6.0
194,2025-07-08,organic_search,1187.0,
195,2025-05-30,direct,,
196,2025-07-23,email,520.0,
197,2025-06-19,direct,,
198,2025-06-04,direct,,
199,2025-07-02,organic_search,1363.0,
200,2025-06-12,direct,,
201,2025-07-15,organic_search,,
202,2025-05-02,organic_search,,
203,2025-07-08,social,3332.0,6.0
204,2025-07-28,organic_search,,
205,2025-06-09,social,2199.0,4.0
206,2025-05-29,direct,,
207,2025-05-27,affiliate,,10.0
208,2025-06-05,organic_search,,
209,2025-05-22,social,1621.0,
210,2025-06-27,social,,4.0
211,2025-07-11,organic_search,80.0,
212,2025-05-01,organic_search,960.0,
213,2025-07-18,organic_search,3575.0,
214,2025-05-29,paid_search,2379.0,3.0
215,2025-05-04,organic_search,,
216,2025-05-18,direct,,
217,2025-05-25,organic_search,,
218,2025-05-18,direct,,
219,2025-07-31,social,3658.0,
220,2025-06-06,organic_search,,
221,2025-06-20,organic_search,2741.0,
222,2025-07-26,direct,1149.0,
223,2025-05-13,organic_search,3346.0,
224,2025-07-24,direct,2108.0,
225,2025-05-17,social,,
226,2025-07-31,paid_search,,
227,2025-07-20,direct,1630.0,
228,2025-07-14,paid_search,,2.0
229,2025-05-20,organic_search,,
230,2025-06-04,direct,,
231,2025-06-14,direct,,
232,2025-05-24,organic_search,,
233,2025-05-13,organic_search,,
234,2025-06-07,social,2480.0,
235,2025-07-10,direct,,
236,2025-07-29,paid_search,575.0,
237,2025-07-12,affiliate,4059.0,12.0
238,2025-05-16,organic_search,117.0,
239,2025-06-20,organic_search,832.0,
240,2025-05-13,paid_search,2007.0,3.0
241,2025-07-18,paid_search,3080.0,
242,2025-05-31,organic_search,,
243,2025-05-27,organic_search,,
244,2025-06-25,direct,4115.0,
245,2025-06-26,organic_search,,
246,2025-06-30,paid_search,,2.0
247,2025-06-13,direct,,
248,2025-05-02,organic_search,,
249,2025-06-27,direct,3639.0,
250,2025-06-22,organic_search,2343.0,
251,2025-06-12,direct,,
252,2025-06-06,organic_search,,
253,2025-05-27,direct,3150.0,
254,2025-06-14,email,,
255,2025-06-16,paid_search,3433.0,
256,2025-06-10,email,,8.0
257,2025-07-24,affiliate,,
258,2025-07-04,direct,,
259,2025-05-09,paid_search,,
260,2025-07-30,organic_search,4613.0,
261,2025-05-15,organic_search,2917.0,
262,2025-07-20,organic_search,2807.0,
263,2025-06-03,organic_search,1430.0,
264,2025-05-14,social,1710.0,
265,2025-05-29,organic_search,1548.0,
266,2025-07-18,organic_search,,
267,2025-05-02,direct,,
268,2025-07-31,social,338.0,
269,2025-05-12,paid_search,2393.0,3.0
270,2025-07-09,affiliate,,12.0
271,2025-07-12,email,,9.0
272,2025-05-22,paid_search,,3.0
273,2025-05-22,paid_search,,3.0
274,2025-07-04,organic_search,,
275,2025-06-14,paid_search,,2.0
276,2025-07-18,paid_search,3068.0,
277,2025-06-14,organic_search,,
278,2025-06-24,paid_search,,
279,2025-05-01,direct,,
280,2025-06-28,paid_search,,2.0
281,2025-07-09,organic_search,,
282,2025-06-19,direct,,
283,2025-07-11,organic_search,1738.0,
284,2025-05-19,organic_search,4546.0,
285,2025-07-31,email,3453.0,
286,2025-05-29,paid_search,,
287,2025-05-29,social,,
288,2025-06-30,email,,
289,2025-06-21,social,,4.0
290,2025-07-31,organic_search,,
291,2025-06-26,email,,
292,2025-07-04,email,,
293,2025-05-16,organic_search,,
294,2025-07-07,organic_search,2712.0,
295,2025-05-22,email,4421.0,
296,2025-06-11,paid_search,,3.0
297,2025-05-28,organic_search,3778.0,
298,2025-06-04,paid_search,,
299,2025-06-23,organic_search,,
300,2025-07-26,paid_search,,
301,2025-06-01,organic_search,,
302,2025-05-16,direct,,
303,2025-06-23,organic_search,648.0,
304,2025-05-24,paid_search,,3.0
305,2025-07-23,paid_search,1366.0,
306,2025-07-18,direct,3854.0,
307,2025-07-14,paid_search,,
308,2025-06-06,paid_search,,
309,2025-05-04,social,522.0,
310,2025-05-16,email,,
311,2025-05-07,direct,879.0,
312,2025-07-21,email,1610.0,
313,2025-06-28,paid_search,2449.0,2.0
314,2025-07-28,organic_search,,
315,2025-06-18,paid_search,,
316,2025-06-13,direct,,
317,2025-06-09,paid_search,,3.0
318,2025-05-03,paid_search,,
319,2025-06-09,organic_search,1807.0,
320,2025-05-05,affiliate,3940.0,
321,2025-06-02,organic_search,,
322,2025-07-02,email,,9.0
323,2025-05-09,direct,790.0,
324,2025-05-15,direct,3241.0,
325,2025-05-21,direct,,
326,2025-07-04,paid_search,233.0,2.0
327,2025-05-06,social,,
328,2025-05-05,direct,,
329,2025-05-27,paid_search,2978.0,1.0
330,2025-06-01,direct,2230.0,
331,2025-07-09,paid_search,,2.0
332,2025-05-14,paid_search,3845.0,3.0
333,2025-05-12,organic_search,,
334,2025-06-16,paid_search,,2.0
335,2025-05-08,direct,,
336,2025-05-30,social,,
337,2025-05-29,paid_search,,
338,2025-05-29,organic_search,4820.0,
339,2025-07-20,paid_search,,
340,2025-07-27,email,791.0,
341,2025-06-30,direct,4490.0,
342,2025-05-20,email,2578.0,
343,2025-06-28,affiliate,3619.0,11.0
344,2025-06-26,paid_search,4081.0,2.0
345,2025-05-29,organic_search,,
346,2025-07-07,social,,5.0
347,2025-06-08,organic_search,,
348,2025-06-03,organic_search,,
349,2025-06-22,organic_search,3986.0,
350,2025-05-07,direct,,
351,2025-05-09,affiliate,2913.0,
352,2025-07-04,social,,6.0
353,2025-07-24,paid_search,4515.0,
354,2025-07-26,organic_search,,
355,2025-07-05,direct,,
356,2025-06-13,direct,,
357,2025-07-01,direct,3367.0,
358,2025-06-21,direct,,
359,2025-07-27,direct,788.0,
360,2025-07-24,direct,,
361,2025-05-09,social,,
362,2025-07-21,paid_search,1645.0,
363,2025-06-17,direct,,
364,2025-05-05,paid_search,,
365,2025-07-05,direct,,
366,2025-07-22,social,3806.0,
367,2025-07-05,organic_search,,
368,2025-05-25,paid_search,4805.0,
369,2025-06-19,direct,2267.0,
370,2025-07-08,organic_search,,
371,2025-06-10,organic_search,,
372,2025-06-02,affiliate,,10.0
373,2025-07-02,affiliate,3168.0,11.0
374,2025-06-30,email,,
375,2025-07-11,email,4673.0,9.0
376,2025-07-12,paid_search,,2.0
377,2025-06-13,organic_search,,
378,2025-07-22,organic_search,3107.0,
379,2025-05-16,paid_search,4943.0,3.0
380,2025-07-14,social,178.0,
381,2025-05-02,organic_search,1425.0,
382,2025-07-28,direct,,
383,2025-07-29,paid_search,,
384,2025-05-12,direct,4381.0,
385,2025-07-28,paid_search,3650.0,
386,2025-05-23,email,,
387,2025-05-06,organic_search,3177.0,
388,2025-06-03,paid_search,,1.0
389,2025-07-04,organic_search,,
390,2025-07-02,organic_search,2477.0,
391,2025-05-17,direct,1516.0,
392,2025-06-03,organic_search,,
393,2025-05-02,organic_search,,
394,2025-05-19,email,,
395,2025-07-07,email,,
396,2025-06-10,organic_search,,
397,2025-06-23,paid_search,4577.0,2.0
398,2025-07-22,organic_search,235.0,
399,2025-06-28,direct,4593.0,
400,2025-06-15,direct,,
401,2025-06-09,direct,,
402,2025-05-22,social,,
403,2025-06-05,social,2616.0,4.0
404,2025-07-23,social,931.0,
405,2025-05-25,social,,
406,2025-06-09,direct,4682.0,
407,2025-06-12,paid_search,2935.0,
408,2025-06-10,paid_search,,1.0
409,2025-06-26,paid_search,1114.0,
410,2025-06-03,paid_search,,1.0
411,2025-06-22,paid_search,,2.0
412,2025-06-04,paid_search,,3.0
413,2025-07-08,organic_search,,
414,2025-05-30,direct,661.0,
415,2025-07-29,paid_search,,
416,2025-06-22,paid_search,1432.0,2.0
417,2025-07-22,email,,
418,2025-07-06,organic_search,4021.0,
419,2025-07-28,affiliate,,
420,2025-07-29,social,2139.0,
421,2025-06-07,organic_search,2898.0,
422,2025-05-29,direct,821.0,
423,2025-05-04,social,,
424,2025-05-16,email,,
425,2025-06-17,organic_search,1384.0,
426,2025-05-03,email,,
427,2025-05-11,organic_search,4446.0,
428,2025-07-04,social,3818.0,6.0
429,2025-07-07,direct,392.0,
430,2025-07-01,direct,,
431,2025-07-27,paid_search,4509.0,
432,2025-06-12,organic_search,261.0,
433,2025-06-19,paid_search,,2.0
434,2025-06-14,organic_search,2780.0,
435,2025-06-05,organic_search,,
436,2025-07-15,organic_search,3433.0,
437,2025-07-04,direct,2451.0,
438,2025-06-01,paid_search,3667.0,3.0
439,2025-05-30,organic_search,,
440,2025-07-29,organic_search,,
441,2025-06-23,social,,4.0
442,2025-06-14,organic_search,,
443,2025-06-21,direct,,
444,2025-06-12,email,1379.0,8.0
445,2025-07-10,direct,,
446,2025-07-08,paid_search,,2.0
447,2025-07-31,social,,
448,2025-06-28,organic_search,,
449,2025-06-15,email,,8.0
450,2025-06-26,direct,,
451,2025-07-21,email,2120.0,
452,2025-06-03,organic_search,,
453,2025-06-12,email,,
454,2025-06-24,email,1424.0,9.0
455,2025-05-28,organic_search,,
456,2025-06-02,organic_search,,
457,2025-05-26,direct,,
458,2025-06-12,paid_search,,1.0
459,2025-07-04,paid_search,,2.0
460,2025-05-13,direct,4958.0,
461,2025-06-06,direct,1668.0,
462,2025-06-03,paid_search,,
463,2025-07-03,organic_search,,
464,2025-05-30,direct,,
465,2025-06-15,paid_search,,2.0
466,2025-07-20,direct,,
467,2025-06-18,social,,
468,2025-05-26,paid_search,341.0,3.0
469,2025-07-28,organic_search,,
470,2025-07-14,paid_search,2714.0,2.0
471,2025-06-01,organic_search,,
472,2025-07-16,direct,1442.0,
473,2025-07-26,organic_search,,
474,2025-06-29,social,,5.0
475,2025-06-17,social,4588.0,6.0
476,2025-06-30,organic_search,,
477,2025-05-27,email,1752.0,8.0
478,2025-07-09,social,4582.0,6.0
479,2025-07-26,direct,,
480,2025-05-03,organic_search,892.0,
481,2025-05-21,email,,
482,2025-06-22,paid_search,109.0,2.0
483,2025-06-07,social,4524.0,4.0
484,2025-07-20,paid_search,,
485,2025-06-30,organic_search,,
486,2025-07-06,social,,6.0
487,2025-06-21,social,,4.0
488,2025-06-13,paid_search,1507.0,1.0
489,2025-06-24,email,,9.0
490,2025-05-24,direct,,
491,2025-07-01,direct,,
492,2025-07-25,affiliate,2221.0,
493,2025-06-01,social,576.0,
494,2025-07-07,social,3765.0,
495,2025-07-12,organic_search,,
496,2025-07-12,organic_search,,
497,2025-05-26,paid_search,,3.0
498,2025-05-16,paid_search,,3.0
499,2025-06-27,direct,,
500,2025-05-13,paid_search,,3.0
501,2025-07-06,paid_search,,2.0
502,2025-05-03,organic_search,,
503,2025-07-12,social,3912.0,6.0
504,2025-05-10,email,2387.0,
505,2025-07-14,affiliate,,12.0
506,2025-05-26,direct,3973.0,
507,2025-07-04,affiliate,,11.0
508,2025-06-16,organic_search,,
509,2025-07-28,email,,
510,2025-07-15,paid_search,,2.0
511,2025-06-22,direct,2091.0,
512,2025-07-16,direct,149.0,
513,2025-07-21,paid_search,1108.0,
514,2025-06-12,organic_search,3686.0,
515,2025-05-07,affiliate,2940.0,
516,2025-05-20,organic_search,2989.0,
517,2025-05-14,organic_search,,
518,2025-05-30,paid_search,,3.0
519,2025-05-13,affiliate,,
520,2025-05-14,paid_search,3952.0,3.0
521,2025-05-16,paid_search,3563.0,1.0
522,2025-06-04,organic_search,,
523,2025-05-09,organic_search,,
524,2025-05-16,social,,
525,2025-06-17,paid_search,,
526,2025-06-21,direct,3496.0,
527,2025-05-25,social,,
528,2025-07-30,paid_search,850.0,
529,2025-05-22,email,,
530,2025-05-22,organic_search,4151.0,
531,2025-05-15,direct,,
532,2025-05-10,organic_search,1877.0,
533,2025-05-09,paid_search,,
534,2025-06-02,direct,,
535,2025-07-24,affiliate,1428.0,
536,2025-07-06,direct,1117.0,
537,2025-05-17,email,,
538,2025-07-15,email,1980.0,
539,2025-05-29,email,,8.0
540,2025-05-06,organic_search,,
541,2025-05-13,organic_search,,
542,2025-05-08,organic_search,,
543,2025-07-29,paid_search,4353.0,
544,2025-05-03,paid_search,,
545,2025-05-03,organic_search,,
546,2025-06-29,paid_search,,2.0
547,2025-05-18,organic_search,,
548,2025-05-26,paid_search,,1.0
549,2025-07-30,paid_search,2443.0,
550,2025-05-05,direct,1753.0,
551,2025-07-13,organic_search,,
552,2025-07-24,paid_search,,
553,2025-05-16,paid_search,,
554,2025-07-05,affiliate,,
555,2025-06-25,organic_search,,
556,2025-07-08,direct,,
557,2025-06-02,organic_search,,
558,2025-07-04,direct,2822.0,
559,2025-07-23,organic_search,,
560,2025-07-16,social,1154.0,6.0
561,2025-06-30,organic_search,,
562,2025-07-19,direct,,
563,2025-05-08,direct,,
564,2025-07-13,direct,,
565,2025-05-19,direct,2384.0,
566,2025-07-01,social,,6.0
567,2025-05-19,organic_search,,
568,2025-07-31,organic_search,,
569,2025-07-19,organic_search,4782.0,
570,2025-05-28,organic_search,406.0,
571,2025-07-07,organic_search,4215.0,
572,2025-07-10,direct,,
573,2025-06-06,paid_search,,1.0
574,2025-05-13,paid_search,,
575,2025-06-24,direct,,
576,2025-05-30,direct,,
577,2025-07-03,organic_search,,
578,2025-05-05,paid_search,,
579,2025-05-14,email,,
580,2025-05-22,organic_search,4382.0,
581,2025-05-05,affiliate,,
582,2025-05-20,direct,,
583,2025-05-29,paid_search,,1.0
584,2025-05-30,social,4695.0,
585,2025-07-02,organic_search,28.0,
586,2025-05-27,paid_search,,3.0
587,2025-06-02,paid_search,,3.0
588,2025-05-09,social,,
589,2025-07-01,paid_search,279.0,2.0
590,2025-06-25,organic_search,2346.0,
591,2025-06-26,paid_search,,
592,2025-07-11,organic_search,,
593,2025-07-25,organic_search,,
594,2025-07-15,email,,
595,2025-06-20,organic_search,4809.0,
596,2025-07-03,social,906.0,4.0
597,2025-06-05,social,,
598,2025-07-07,paid_search,,
599,2025-07-10,organic_search,,
600,2025-07-18,direct,,
601,2025-05-30,affiliate,,10.0
602,2025-06-20,organic_search,,
603,2025-05-11,paid_search,,3.0
604,2025-06-17,social,,6.0
605,2025-05-05,social,,
606,2025-06-21,direct,,
607,2025-07-02,organic_search,,
608,2025-06-11,paid_search,4583.0,1.0
609,2025-05-05,direct,,
610,2025-05-29,direct,497.0,
611,2025-07-18,paid_search,,
612,2025-05-20,organic_search,,
613,2025-05-28,organic_search,,
614,2025-06-20,paid_search,1535.0,2.0
615,2025-07-07,direct,1590.0,
616,2025-07-29,direct,,
617,2025-07-28,direct,,
618,2025-06-18,social,,
619,2025-07-20,direct,,
620,2025-06-12,paid_search,79.0,
621,2025-06-06,direct,,
622,2025-06-10,direct,,
623,2025-07-13,organic_search,,
624,2025-05-18,email,3051.0,
625,2025-07-11,paid_search,,2.0
626,2025-05-21,direct,,
627,2025-06-19,direct,,
628,2025-05-01,paid_search,3063.0,
629,2025-06-03,organic_search,,
630,2025-06-10,paid_search,364.0,1.0
631,2025-07-04,direct,304.0,
632,2025-07-12,paid_search,,2.0
633,2025-07-21,direct,,
634,2025-06-14,social,,
635,2025-05-10,affiliate,,
636,2025-07-12,direct,4718.0,
637,2025-05-15,social,,
638,2025-06-11,direct,1866.0,
639,2025-06-12,paid_search,,3.0
640,2025-06-27,direct,3523.0,
641,2025-07-06,organic_search,846.0,
642,2025-07-29,direct,,
643,2025-05-29,organic_search,,
644,2025-06-27,social,,6.0
645,2025-05-03,social,4279.0,
646,2025-05-26,direct,,
647,2025-07-23,paid_search,,
648,2025-07-26,organic_search,1065.0,
649,2025-06-05,direct,3808.0,
650,2025-06-29,social,,4.0
651,2025-06-12,organic_search,1026.0,
652,2025-05-17,organic_search,,
653,2025-07-17,direct,3229.0,
654,2025-06-15,organic_search,,
655,2025-07-20,paid_search,4333.0,
656,2025-05-29,paid_search,,
657,2025-07-20,paid_search,,
658,2025-06-04,email,,8.0
659,2025-07-08,affiliate,3561.0,12.0
660,2025-07-16,organic_search,711.0,
661,2025-07-14,paid_search,,2.0
662,2025-06-11,social,3333.0,4.0
663,2025-05-11,organic_search,,
664,2025-05-02,organic_search,536.0,
665,2025-07-08,direct,,
666,2025-05-05,direct,,
667,2025-05-05,organic_search,,
668,2025-06-06,paid_search,,3.0
669,2025-05-02,direct,4352.0,
670,2025-06-04,email,3439.0,8.0
671,2025-07-25,paid_search,,
672,2025-05-03,direct,2100.0,
673,2025-06-22,email,,7.0
674,2025-07-30,organic_search,,
675,2025-06-15,organic_search,3442.0,
676,2025-05-20,direct,,
677,2025-07-05,direct,2651.0,
678,2025-06-27,paid_search,,2.0
679,2025-07-16,paid_search,1899.0,2.0
680,2025-05-12,paid_search,3810.0,3.0
681,2025-06-06,social,,4.0
682,2025-06-10,organic_search,,
683,2025-07-20,direct,1472.0,
684,2025-05-09,direct,3201.0,
685,2025-06-15,organic_search,,
686,2025-07-21,direct,,
687,2025-07-22,organic_search,,
688,2025-07-05,direct,3213.0,
689,2025-06-01,organic_search,,
690,2025-07-13,direct,3354.0,
691,2025-07-11,organic_search,2716.0,
692,2025-05-07,paid_search,,
693,2025-05-22,direct,,
694,2025-05-08,direct,2036.0,
695,2025-06-08,paid_search,,3.0
696,2025-07-23,paid_search,,
697,2025-07-26,organic_search,,
698,2025-07-27,paid_search,,
699,2025-06-23,direct,,
700,2025-07-20,social,,
701,2025-06-23,direct,,
702,2025-06-12,email,547.0,8.0
703,2025-07-17,direct,,
704,2025-05-08,social,,
705,2025-07-16,direct,,
706,2025-07-12,direct,,
707,2025-05-12,direct,,
708,2025-05-31,paid_search,,1.0
709,2025-06-08,direct,4738.0,
710,2025-07-21,organic_search,4198.0,
711,2025-07-17,paid_search,3382.0,
712,2025-05-31,paid_search,,3.0
713,2025-06-02,organic_search,4292.0,
714,2025-07-03,organic_search,,
715,2025-07-01,organic_search,,
716,2025-05-12,social,,
717,2025-07-25,email,,
718,2025-06-18,paid_search,,2.0
719,2025-06-11,organic_search,,
720,2025-06-18,social,,
721,2025-07-27,paid_search,,
722,2025-07-11,organic_search,,
723,2025-05-02,paid_search,,
724,2025-05-19,direct,506.0,
725,2025-06-19,paid_search,2677.0,2.0
726,2025-05-26,email,599.0,8.0
727,2025-06-14,direct,,
728,2025-05-31,email,1517.0,8.0
729,2025-06-21,organic_search,,
730,2025-07-01,social,,6.0
731,2025-06-13,direct,219.0,
732,2025-05-22,email,,
733,2025-06-13,organic_search,3143.0,
734,2025-07-08,paid_search,,2.0
735,2025-07-21,email,,
736,2025-06-19,organic_search,,
737,2025-06-10,direct,3406.0,
738,2025-06-22,direct,,
739,2025-06-04,social,2018.0,4.0
740,2025-07-10,direct,3460.0,
741,2025-06-12,social,,4.0
742,2025-05-31,direct,,
743,2025-07-21,organic_search,,
744,2025-05-27,direct,,
745,2025-05-27,direct,,
746,2025-07-22,social,,6.0
747,2025-06-09,paid_search,,3.0
748,2025-05-10,paid_search,,3.0
749,2025-07-22,social,,6.0
750,2025-05-24,email,,
751,2025-07-11,direct,3709.0,
752,2025-07-04,direct,,
753,2025-06-23,direct,,
754,2025-06-28,affiliate,,11.0
755,2025-07-04,direct,,
756,2025-07-29,organic_search,,
757,2025-05-11,social,2903.0,
758,2025-05-05,paid_search,,
759,2025-06-27,direct,3896.0,
760,2025-07-01,organic_search,,
761,2025-06-17,direct,,
762,2025-07-14,organic_search,2096.0,
763,2025-07-03,email,4613.0,
764,2025-06-21,paid_search,1214.0,2.0
765,2025-05-20,paid_search,,3.0
766,2025-05-12,direct,,
767,2025-05-03,paid_search,4949.0,
768,2025-05-05,direct,,
769,2025-05-17,paid_search,,1.0
770,2025-06-09,paid_search,3368.0,1.0
771,2025-06-08,direct,,
772,2025-05-21,direct,2804.0,
773,2025-07-12,social,3569.0,6.0
774,2025-07-07,email,,9.0
775,2025-05-09,social,4680.0,
776,2025-07-26,direct,,
777,2025-07-06,email,4518.0,7.0
778,2025-05-21,email,,
779,2025-05-02,paid_search,2052.0,
780,2025-05-03,organic_search,539.0,
781,2025-07-29,organic_search,,
782,2025-06-21,organic_search,,
783,2025-05-11,email,,
784,2025-07-24,social,2278.0,
785,2025-05-11,direct,,
786,2025-05-20,paid_search,,
787,2025-07-18,direct,,
788,2025-05-21,direct,,
789,2025-05-19,organic_search,,
790,2025-07-20,social,2062.0,6.0
791,2025-05-04,paid_search,572.0,
792,2025-06-21,social,1084.0,
793,2025-05-27,affiliate,3498.0,10.0
794,2025-07-06,organic_search,3057.0,
795,2025-05-10,affiliate,,
796,2025-05-12,direct,,
797,2025-07-30,direct,870.0,
798,2025-06-12,direct,974.0,
799,2025-07-13,organic_search,2965.0,
800,2025-06-06,organic_search,,
801,2025-06-22,social,4732.0,4.0
802,2025-06-24,organic_search,3338.0,
803,2025-05-23,organic_search,,
804,2025-05-06,paid_search,,
805,2025-05-28,paid_search,,3.0
806,2025-06-27,organic_search,1318.0,
807,2025-07-13,paid_search,1395.0,2.0
808,2025-06-26,email,,7.0
809,2025-07-21,organic_search,,
810,2025-07-10,paid_search,,2.0
811,2025-07-11,social,4666.0,6.0
812,2025-05-11,email,,
813,2025-07-18,organic_search,,
814,2025-06-28,direct,,
815,2025-06-20,affiliate,1060.0,10.0
816,2025-06-25,organic_search,1010.0,
817,2025-07-22,paid_search,,
818,2025-05-28,direct,,
819,2025-05-23,organic_search,1936.0,
820,2025-07-01,direct,,
