order_id,line_number,product_id,quantity,discount_amount,tax_amount
100107,1,70,2,0.0,16380.66
100107,2,93,2,20931.62,58399.22
100108,1,77,3,10707.22,20236.65
100109,1,40,1,0.0,17420.97
100109,2,4,3,19561.08,30124.06
100110,1,105,1,0.0,25039.36
100111,1,64,3,21310.6,40277.04
100111,2,42,1,0.0,29640.42
100111,3,24,3,14740.67,22700.63
100112,1,129,3,10484.24,16145.73
100112,2,98,3,19731.65,78729.3
100112,3,106,3,0.0,86133.39
100113,1,1,1,0.0,23630.21
100113,2,107,3,14422.22,40238.0
100113,3,74,3,7731.39,21570.58
100113,4,44,1,2070.63,8261.81
100114,1,123,2,2718.93,4187.15
100114,2,26,1,0.0,21420.37
100115,1,122,2,28052.72,53019.63
100115,2,110,2,7322.26,29215.83
100115,3,88,2,4552.76,46847.93
100115,4,93,3,31397.43,87598.82
100116,1,136,2,32889.47,50649.78
100117,1,37,3,28443.1,53757.45
100117,2,130,1,1139.54,11725.9
100118,1,24,3,6141.95,24506.37
100118,2,58,3,23559.83,44528.07
100118,3,17,3,3176.26,12673.28
100118,4,97,3,4175.92,6430.92
100119,1,28,2,0.0,30541.8
100119,2,138,2,11934.85,47620.06
100120,1,58,3,28271.79,43538.56
100120,2,14,1,2576.11,7187.33
100121,1,101,2,0.0,49339.74
100121,2,136,3,20555.92,82018.12
100121,3,73,3,351.3,3614.83
100122,1,124,2,5795.98,59640.65
100122,2,54,1,15860.47,24425.12
100122,3,51,3,47327.1,72883.74
100122,4,3,2,8871.33,13661.85
100123,1,119,3,29120.88,81247.27
100124,1,104,3,0.0,6131.65
100124,2,101,3,35242.67,66608.64
100125,1,2,3,2017.78,5629.61
100125,2,81,1,0.0,15210.29
100126,1,94,3,1349.71,13888.47
100126,2,109,3,0.0,24062.25
100126,3,64,2,0.0,29834.84
100127,1,138,3,7160.91,73685.78
100127,2,26,3,0.0,64261.12
100127,3,61,1,1381.18,14212.34
100128,1,96,3,17264.07,26586.66
100128,2,131,3,1823.1,18759.74
100129,1,141,2,0.0,30621.38
100130,1,32,1,13037.43,24640.74
100131,1,44,2,5797.76,16175.75
100132,1,79,3,0.0,62540.66
100132,2,79,2,9927.09,39609.09
100133,1,63,3,13526.24,20830.42
100133,2,136,3,41111.84,77701.37
100133,3,11,3,26073.89,72746.15
100134,1,79,3,29781.27,56286.59
100134,2,10,2,29696.18,56125.78
100135,1,113,3,8735.54,24372.17
100136,1,40,2,16591.4,31357.74
100136,2,4,3,3260.18,33547.24
100137,1,40,3,24887.1,47036.61
100137,2,48,1,5905.84,23564.31
100138,1,49,3,52757.95,81247.25
100138,2,39,1,0.0,10677.59
100139,1,1,1,13502.98,20794.59
100140,1,29,1,14530.31,22376.68
100140,2,4,3,16300.9,30808.69
100140,3,34,2,3253.52,12981.54
100141,1,12,1,2000.77,20587.95
100141,2,108,3,5999.07,9238.56
100142,1,135,3,0.0,55659.07
100142,2,43,3,6878.2,27444.01
100142,3,34,2,0.0,13664.78
100142,4,145,1,1389.03,2139.11
100143,1,44,1,0.0,8696.64
100144,1,98,3,19731.65,78729.3
100145,1,38,2,0.0,42886.31
100145,2,127,1,9204.69,25681.08
100145,3,48,1,2362.34,24308.45
100146,1,18,1,0.0,27557.29
100146,2,110,1,5125.58,14300.38
100147,1,85,2,3134.57,32254.75
100147,2,63,1,3757.29,7101.28
100147,3,69,3,34812.89,65796.37
100148,1,46,2,17266.3,32633.31
100148,2,86,3,6453.59,66407.39
100149,1,95,2,26903.44,41431.3
100149,2,20,1,424.42,4367.24
100149,3,38,2,4084.41,42028.59
100149,4,100,2,6480.1,9979.36
100150,1,82,2,20283.83,56591.89
100150,2,124,3,30428.9,84896.64
100150,3,86,1,12907.17,19877.04
100151,1,149,3,13173.35,36753.65
100152,1,97,3,0.0,7307.86
100152,2,109,2,0.0,16041.5
100153,1,63,1,0.0,7890.31
100154,1,74,1,736.32,7576.76
100155,1,120,2,14046.6,56045.94
100156,1,8,1,4858.71,19386.26
100156,2,42,3,0.0,88921.26
100156,3,17,1,2117.51,4002.09
100157,1,12,1,5001.93,19957.7
100157,2,24,2,0.0,17197.45
100157,3,92,2,14743.28,41133.75
100157,4,129,1,1456.14,5810.02
100158,1,7,3,2445.35,6822.54
100158,2,123,3,0.0,7137.18
100159,1,146,3,14863.45,41469.03
100159,2,25,1,305.88,3147.51
100160,1,72,3,2104.28,8396.08
100161,1,74,2,5154.26,14380.38
100161,2,34,2,3253.52,12981.54
100161,3,132,3,5800.1,23142.39
100162,1,144,1,1978.19,20355.6
100162,2,27,2,17092.19,47687.21
100163,1,121,1,15655.53,24109.52
100163,2,55,2,22127.81,41821.55
100164,1,65,3,3776.98,38865.13
100164,2,22,1,0.0,29881.54
100164,3,71,2,0.0,44361.54
100165,1,88,2,4552.76,46847.93
100165,2,51,2,18404.99,51349.91
100165,3,124,2,28979.91,54772.03
100165,4,42,3,29640.42,82696.77
100166,1,83,3,50944.77,78454.94
100166,2,82,1,2897.69,29817.23
100167,1,95,2,0.0,47081.02
100168,1,134,2,0.0,29921.3
100168,2,46,2,12086.41,33721.08
100168,3,96,1,4795.57,9063.63
100168,4,42,3,29640.42,82696.77
100169,1,32,2,18252.4,50924.21
100169,2,106,3,49219.08,75797.38
100169,3,102,1,7120.03,28408.92
100169,4,58,3,11779.91,47001.86
100170,1,100,3,1620.03,16670.06
100170,2,104,2,1946.56,3678.99
100171,1,48,1,14174.02,21828.0
100171,2,57,2,2701.52,27798.69
100171,3,138,1,14321.82,22055.61
100172,1,29,2,24217.18,45770.47
100173,1,140,1,845.21,8697.24
100173,2,134,3,10686.18,42637.85
100173,3,32,1,13037.43,24640.74
100173,4,8,3,0.0,61219.77
100174,1,33,2,13934.51,55598.7
100175,1,50,2,4852.96,49937.0
100175,2,51,3,47327.1,72883.74
100175,3,72,2,0.0,5891.98
100175,4,150,3,1850.08,7381.83
100176,1,110,1,3661.13,14607.91
100176,2,63,1,751.46,7732.5
100176,3,96,2,1918.23,19738.58
100177,1,27,3,18313.06,73069.11
100177,2,20,3,7639.5,11764.82
100178,1,32,2,5214.97,53662.07
100179,1,127,3,0.0,82842.19
100179,2,101,2,28194.13,43418.97
100179,3,117,2,17258.39,26577.91
100180,1,98,2,31570.65,48618.8
100180,2,44,1,4141.26,7826.98
100180,3,118,1,2520.7,25938.0
100181,1,4,3,3260.18,33547.24
100181,2,120,2,5618.64,57815.81
100182,1,130,1,1139.54,11725.9
100182,2,57,2,9455.34,26380.39
100183,1,129,2,5824.58,11008.45
100183,2,86,1,7529.18,21006.42
100183,3,70,2,0.0,16380.66
100183,4,13,3,23734.91,66220.41
100184,1,14,1,3680.15,6955.49
100185,1,81,3,0.0,45630.86
100185,2,43,1,2292.73,9148.0
100186,1,90,3,11986.64,47826.7
100186,2,125,2,10975.44,43791.99
100186,3,118,1,6301.75,25143.98
100186,4,78,3,18909.31,75448.15
100187,1,92,2,0.0,44229.84
100187,2,63,3,13526.24,20830.42
100188,1,135,1,4417.39,17625.37
100188,2,90,2,11187.53,31213.22
100188,3,107,2,6867.73,27402.22
100188,4,49,1,14654.99,27697.93
100189,1,126,2,0.0,40056.5
100190,1,51,2,26292.84,49693.46
100190,2,21,2,696.79,7169.97
100191,1,45,3,1157.97,3230.72
100191,2,83,3,8490.79,87370.27
100191,3,52,2,1492.96,15362.52
100192,1,63,3,11271.87,21303.83
100192,2,96,1,4795.57,9063.63
100192,3,140,3,6339.1,25293.01
100193,1,86,3,0.0,67762.64
100194,1,35,1,1594.68,2455.8
100194,2,40,2,19909.68,30660.9
100194,3,80,3,0.0,79813.55
100194,4,125,3,39511.57,60847.81
100195,1,131,3,10938.62,16845.48
100195,2,140,1,2958.25,8253.51
100196,1,109,1,0.0,8020.75
100196,2,73,2,0.0,2459.07
100196,3,145,2,0.0,4861.62
100196,4,149,2,0.0,26346.7
100197,1,132,1,773.35,7957.73
100197,2,39,2,12202.97,18792.57
100197,3,145,2,1620.54,4521.31
100197,4,36,2,3584.54,5520.19
100198,1,34,3,4880.28,19472.31
100198,2,149,2,12546.05,23712.03
100198,3,104,1,0.0,2043.88
100199,1,8,1,4858.71,19386.26
100199,2,28,3,15270.9,42605.82
100199,3,97,1,1391.97,2143.64
100200,1,92,3,31592.74,59710.28
100200,2,36,1,1045.49,2916.92
100200,3,110,3,15376.75,42901.13
100201,1,68,3,0.0,79022.49
100201,2,9,2,13065.36,36452.35
100201,3,67,1,3559.35,14201.8
100201,4,16,1,1828.08,18810.91
100202,1,111,2,7315.15,29187.45
100202,2,59,1,0.0,13852.59
100202,3,7,1,1164.45,2200.82
100203,1,20,1,424.42,4367.24
100204,1,20,1,1061.04,4233.55
100205,1,37,1,1896.21,19511.96
100205,2,113,3,8735.54,24372.17
100205,3,30,1,2212.4,6172.61
100206,1,88,3,34145.72,64535.41
100207,1,93,2,35882.77,55259.47
100207,2,65,3,18884.9,35692.46
100207,3,4,1,2716.82,10840.1
100208,1,105,1,11923.51,22535.43
100208,2,21,2,3483.95,6584.67
100209,1,45,1,551.41,1042.17
100209,2,13,1,0.0,23734.91
100210,1,61,2,0.0,29004.77
100211,1,7,2,2328.91,4401.64
100211,2,93,2,20931.62,58399.22
100212,1,28,3,4363.11,44896.45
100213,1,39,2,12202.97,18792.57
100214,1,21,2,3483.95,6584.67
100214,2,130,1,2848.86,11366.95
100214,3,124,3,8693.97,89460.98
100215,1,33,1,9754.16,27214.1
100216,1,31,2,14550.45,58056.28
100216,2,28,3,0.0,45812.71
100216,3,19,3,17334.61,69165.1
100217,1,145,3,3472.59,6563.19
100218,1,26,2,10200.18,40698.71
100218,2,43,1,2292.73,9148.0
100218,3,71,2,14787.18,41256.23
100219,1,76,1,2060.69,3173.46
100219,2,31,2,20370.62,56834.04
100219,3,127,2,0.0,55228.13
100219,4,36,2,3584.54,5520.19
100220,1,51,2,18404.99,51349.91
100220,2,39,2,2033.83,20928.09
100221,1,46,1,6043.21,16860.54
100221,2,68,3,26340.83,73490.92
100222,1,126,3,20028.25,55878.81
100222,2,92,3,22114.92,61700.63
100222,3,76,1,343.45,3534.08
100222,4,29,2,16952.03,47296.16
100223,1,114,2,1800.34,5022.96
100223,2,67,1,3559.35,14201.8
100223,3,125,3,6585.26,67762.34
100223,4,87,3,0.0,42939.73
100224,1,34,3,9760.56,18447.45
100224,2,6,3,0.0,10348.4
100224,3,98,1,15785.32,24309.4
100225,1,78,1,2521.24,25943.58
100225,2,64,1,3551.77,14171.55
100225,3,32,2,31289.83,48186.34
100226,1,105,3,17885.26,71362.18
100226,2,124,2,34775.89,53554.87
100227,1,58,3,0.0,49475.64
100227,2,102,1,9968.04,27810.83
100227,3,95,2,22419.53,42372.92
100227,4,28,3,10907.79,43522.07
100228,1,81,3,4345.8,44718.24
100228,2,83,2,33963.18,52303.29
100228,3,124,3,43469.86,82158.04
100228,4,21,1,1219.38,3402.08
100229,1,37,2,18962.06,35838.3
100229,2,53,3,20129.83,30999.94
100230,1,41,1,3426.84,13673.08
100230,2,144,1,4945.48,19732.47
100230,3,4,1,2716.82,10840.1
100230,4,73,2,1170.99,2213.16
100231,1,72,1,701.43,2798.69
100231,2,145,1,231.51,2382.19
100232,1,44,1,828.25,8522.71
100232,2,56,1,1143.61,2161.41
100233,1,129,1,582.46,5993.49
100233,2,144,2,13847.34,38634.09
100233,3,99,3,8737.97,24378.93
100234,1,55,3,33191.71,62732.33
100234,2,49,2,14654.99,58473.4
100234,3,46,3,0.0,54388.85
100234,4,51,2,13146.42,52454.21
100235,1,46,1,0.0,18129.61
100235,2,108,1,0.0,3499.45
100236,1,44,3,14908.53,22959.13
100236,2,94,3,0.0,14171.91
100236,3,104,2,2335.87,3597.24
100237,1,6,1,0.0,3449.47
100237,2,56,3,1715.41,6844.48
100237,3,118,1,15124.2,23291.26
100238,1,145,2,1620.54,4521.31
100238,2,58,1,3926.64,15667.29
100239,1,120,2,0.0,58995.73
100239,2,30,3,11378.08,17522.24
100240,1,92,1,2106.18,21672.62
100241,1,110,2,14644.52,27678.15
100241,2,103,3,0.0,19027.86
100241,3,42,3,8468.69,87142.83
100241,4,77,3,12848.67,19786.95
100242,1,121,3,27397.19,76438.15
100242,2,119,3,8320.25,85615.4
100243,1,137,1,4865.48,19413.26
100243,2,126,3,34334.14,52874.57
100243,3,7,1,1164.45,2200.82
100243,4,46,1,4316.57,17223.13
100244,1,104,1,194.66,2003.01
100245,1,87,3,20447.49,38645.76
100246,1,64,1,0.0,14917.42
100246,2,137,1,1946.19,20026.31
100246,3,38,3,21443.16,59826.41
100246,4,111,2,7315.15,29187.45
100247,1,26,2,20400.36,38556.67
100247,2,21,2,4180.74,6438.34
100248,1,147,2,9996.37,39885.51
100248,2,132,3,2320.04,23873.2
100249,1,118,3,26467.34,73843.89
100249,2,85,3,16456.51,45913.65
100249,3,122,3,0.0,88366.06
100250,1,91,3,20717.74,57802.5
100250,2,107,1,3433.86,13701.11
100251,1,56,1,0.0,2401.57
100251,2,147,2,3998.55,41145.05
100251,3,41,3,14392.72,40155.69
100251,4,141,2,7290.81,29090.31
100252,1,99,3,14979.37,23068.23
100253,1,62,1,3230.43,9012.91
100253,2,52,2,1492.96,15362.52
100253,3,76,1,0.0,3606.2
100254,1,137,3,0.0,61305.04
100255,1,110,1,0.0,15376.75
100255,2,38,2,20422.05,38597.68
100255,3,29,3,7265.15,74758.44
100255,4,94,2,5398.82,8314.19
100256,1,114,2,1800.34,5022.96
100256,2,67,3,10678.04,42605.4
100256,3,10,1,2969.62,30557.37
100257,1,123,3,679.73,6994.44
100257,2,89,3,1882.01,19365.85
100257,3,129,2,5824.58,11008.45
100257,4,96,2,6713.8,18731.51
100258,1,39,2,10169.14,19219.67
100258,2,31,3,8730.27,89834.45
100259,1,26,2,20400.36,38556.67
100259,2,18,2,26245.04,49603.12
100259,3,137,3,29192.88,55174.54
100259,4,21,1,1219.38,3402.08
100260,1,123,1,793.02,2212.53
100260,2,22,2,5691.72,58567.82
100261,1,117,1,3595.5,14346.03
100261,2,105,3,17885.26,71362.18
100262,1,50,1,2426.48,24968.5
100262,2,55,2,22127.81,41821.55
100263,1,41,3,24673.23,37996.78
100263,2,41,2,13707.35,25906.9
100264,1,81,2,7242.99,28899.54
100264,2,109,3,8020.75,22377.89
100264,3,107,1,4807.41,13412.67
100265,1,96,1,2397.79,9567.17
100265,2,110,2,7322.26,29215.83
100265,3,143,3,44730.18,68884.48
100266,1,12,3,21008.11,58612.62
100266,2,125,1,5487.72,21895.99
100266,3,97,1,0.0,2435.95
100266,4,15,3,4074.3,16256.45
100267,1,77,3,2141.44,22035.46
100267,2,144,1,6923.67,19317.04
100268,1,93,2,35882.77,55259.47
100268,2,55,1,5531.95,22072.49
100268,3,120,1,9832.62,27433.01
100269,1,143,1,12425.05,23483.35
100270,1,58,2,10994.59,30674.9
100271,1,49,1,2931.0,30159.96
100271,2,79,1,0.0,20846.89
100272,1,51,1,9202.49,25674.95
100272,2,32,1,2607.49,26831.03
100272,3,130,3,20511.78,31588.15
100272,4,133,1,2065.07,21249.59
100273,1,2,2,1345.19,3753.08
100274,1,71,3,38024.18,58557.24
100275,1,96,2,9591.15,18127.27
100275,2,83,1,0.0,29717.78
100275,3,85,1,5485.5,15304.55
100275,4,9,3,5599.44,57618.24
100276,1,24,2,0.0,17197.45
100276,2,29,2,16952.03,47296.16
100277,1,139,2,22676.95,42859.43
100277,2,25,2,2141.16,5973.84
100277,3,147,1,1999.27,20572.53
100278,1,13,1,2260.47,23260.22
100278,2,4,1,6520.36,10041.35
100278,3,9,1,1866.48,19206.08
100278,4,102,2,0.0,59808.24
100279,1,110,3,0.0,46130.25
100279,2,140,1,0.0,8874.74
100279,3,59,2,0.0,27705.18
100280,1,137,2,19461.92,36783.03
100281,1,77,1,0.0,7495.06
100281,2,65,3,18884.9,35692.46
100282,1,3,3,0.0,23287.25
100282,2,134,2,14248.24,26929.17
100282,3,27,3,36626.12,69223.36
100283,1,98,2,0.0,55248.63
100284,1,62,3,9691.3,27038.72
100284,2,111,2,0.0,30723.63
100284,3,27,2,29300.89,45123.38
100285,1,125,1,10975.44,20743.57
100286,1,11,3,0.0,78221.67
100286,2,26,3,0.0,64261.12
100286,3,31,1,7275.22,29028.14
100286,4,149,3,22582.89,34777.65
100287,1,64,2,9944.95,27746.4
100287,2,13,2,15823.28,44146.94
100287,3,68,1,2508.65,25814.01
100288,1,138,3,7160.91,73685.78
100288,2,82,2,0.0,60851.49
100288,3,24,3,8598.73,23990.44
100289,1,68,1,15051.9,23179.93
100289,2,88,3,17072.86,68120.71
100289,3,102,1,9968.04,27810.83
100289,4,27,3,18313.06,73069.11
100290,1,127,1,15779.46,24300.38
100291,1,107,3,20603.18,38940.0
100291,2,146,1,4954.48,13823.01
100291,3,48,3,35435.06,66972.26
100291,4,103,3,9060.89,17125.08
100292,1,94,1,1124.75,4487.77
100292,2,139,2,0.0,47621.59
100292,3,35,2,3189.35,4911.6
100293,1,89,2,7528.03,11593.16
100294,1,102,1,17088.07,26315.63
100294,2,116,2,21583.7,40793.2
100295,1,104,3,3503.8,5395.85
100296,1,136,1,0.0,28778.29
100297,1,90,3,4794.66,49337.02
100298,1,140,3,2535.64,26091.73
100298,2,73,2,234.2,2409.89
100298,3,115,1,2186.16,8722.77
100298,4,110,2,10251.17,28600.76
100299,1,112,3,30322.38,57309.3
100300,1,53,2,2236.65,23015.1
100301,1,49,2,14654.99,58473.4
100301,2,3,3,13307.0,20492.78
100301,3,102,1,17088.07,26315.63
100302,1,123,1,0.0,2379.06
100302,2,59,1,4617.53,12882.91
100302,3,48,1,14174.02,21828.0
100302,4,18,1,9185.76,25628.28
100303,1,40,2,8295.7,33099.84
100304,1,83,2,0.0,59435.56
100304,2,37,1,11377.24,17520.95
100305,1,74,3,13253.81,20410.87
100305,2,45,2,551.41,2200.13
100306,1,56,3,686.16,7060.62
100306,2,146,1,8493.4,13079.84
